Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,6.807,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,204,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Human: Active Engagement,Affiliative,START,16.216,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,486,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Active Engagement,Affiliative,START,30.697,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,920,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Engaging with Environment,Affiliative,STOP,30.697,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,920,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Positive Response,Affiliative,START,30.697,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,920,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,46.446,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,1392,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Passive Engagement,Neutral,START,46.446,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,1392,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Positive Response,Affiliative,STOP,47.648,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,1428,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Positive Response,Affiliative,START,49.182,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,1474,NA,
Norway_L1_horse_human_pasture1_V5_08_08_21,2024-10-03 09:37:45.420,,955.388,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,0.0,234.434,29.970,,,,,Horse: Active Engagement,Affiliative,START,53.353,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v5_08_08_21.MP4,1599,NA,
