Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Engaging with Environment,Affiliative,START,1.935,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,58,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Human: Active Engagement,Affiliative,START,4.004,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,120,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Human: Active Engagement,Affiliative,STOP,28.462,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,853,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Engaging with Environment,Affiliative,STOP,68.869,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2064,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,START,205.505,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,6159,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,STOP,211.011,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,6324,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Engaging with Environment,Affiliative,START,211.545,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,6340,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Momentary retreat,Avoidant,POINT,354.721,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,10631,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Engaging with Environment,Affiliative,STOP,364.698,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,10930,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,2025-01-21 15:01:46,,369.136,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Leaving/Avoiding Humans,Avoidant,START,365.298,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v5_08_08_21.MP4,10948,NA,
