Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Passive Engagement,Neutral,START,324.691,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,9731,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Human: Passive Engagement,Neutral,START,324.691,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,9731,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,START,332.065,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,9952,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,332.065,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,9952,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Human: Passive Engagement,Neutral,STOP,332.065,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,9952,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,336.169,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,10075,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Passive Engagement,Neutral,START,424.424,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,12720,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Human: Active Engagement,Affiliative,START,424.424,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,12720,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Active Engagement,Affiliative,START,444.911,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,13334,NA,
Norway_L1_horse_human_pasture1_V9_08_08_21,2025-02-04 08:13:01.424,,659.893,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,0.0,1055.054,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,444.911,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v9_08_08_21.MP4,13334,NA,
