Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,43.544,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1305,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Passive Engagement,Neutral,START,43.544,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1305,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Human: Active Engagement,Affiliative,START,43.544,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1305,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Human: Active Engagement,Affiliative,STOP,60.160,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1803,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,START,60.160,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1803,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Engaging with Environment,Affiliative,STOP,66.199,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1984,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,66.199,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1984,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,STOP,66.199,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,1984,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,210.477,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6308,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Passive Engagement,Neutral,START,210.477,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6308,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Human: Active Engagement,Affiliative,START,210.477,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6308,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Active Engagement,Affiliative,START,219.286,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6572,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Engaging with Environment,Affiliative,STOP,219.286,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6572,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,219.286,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6572,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,225.959,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6772,NA,
TorHall_8_20_HorseHuman_v1,2025-02-04 08:17:38.151,,966.665,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,0.0,1069.468,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,225.959,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/Torna Hallestad Aug22-25/TorHall_8_20_HorseHuman_v1.MP4,6772,NA,
