Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Horse: Active Engagement,Affiliative,START,65.632,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,1967,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,START,65.632,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,1967,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Active Engagement,Affiliative,START,76.243,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2285,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,STOP,76.243,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2285,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,97.197,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2913,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Horse: Passive Engagement,Neutral,START,97.197,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2913,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Active Engagement,Affiliative,STOP,97.197,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2913,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Passive Engagement,Neutral,START,97.197,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,2913,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Active Engagement,Affiliative,START,109.610,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,3285,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Human: Passive Engagement,Neutral,STOP,109.610,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,3285,NA,
Norway_L1_horse_human_pasture1_V11_08_08_21,2025-02-04 08:14:07.625,,142.859,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,0.0,208.508,29.970,,,,,Horse: Active Engagement,Affiliative,START,111.878,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v11_08_08_21.MP4,3353,NA,
