Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Horse: Active Engagement,Affiliative,START,183.850,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,5510,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Human: Active Engagement,Affiliative,START,183.850,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,5510,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,241.942,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7251,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Horse: Passive Engagement,Neutral,START,241.942,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7251,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Human: Active Engagement,Affiliative,STOP,241.942,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7251,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Human: Passive Engagement,Neutral,START,241.942,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7251,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,START,244.344,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7323,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Human: Passive Engagement,Neutral,STOP,244.344,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7323,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Horse: Active Engagement,Affiliative,START,249.182,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7468,NA,
Saxtorp_8_20_HorseHuman_v1,2025-02-04 08:15:42.502,,290.257,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,0.0,943.743,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,249.182,E:/AKG Grant/Videos from Trainings/Original Files/Sweden August 2020/HasteKlinik Aug13-16/Saxtorp_8_20_HorseHuman_v1.MP4,7468,NA,
