Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Active Engagement,Affiliative,START,33.100,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,992,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,START,33.901,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,1017,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Nose Touch,Affiliative,POINT,44.144,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,1323,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Active Engagement,Affiliative,STOP,85.152,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2552,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,STOP,85.485,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2562,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,START,104.905,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,3144,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Passive Engagement,Neutral,START,105.672,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,3167,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Passive Engagement,Neutral,STOP,161.328,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,4835,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Leaving/Avoiding Horses,Avoidant,START,161.762,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,4848,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Leaving/Avoiding Horses,Avoidant,STOP,164.364,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,4926,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,STOP,164.698,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,4936,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Passive Engagement,Neutral,START,177.144,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,5309,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,START,178.078,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,5337,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,STOP,296.196,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,8877,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Passive Engagement,Neutral,STOP,296.630,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,8890,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,START,338.572,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,10147,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Active Engagement,Affiliative,START,339.673,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,10180,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Nose Touch,Affiliative,POINT,361.661,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,10839,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Human: Active Engagement,Affiliative,STOP,365.599,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,10957,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,2025-01-21 15:20:19,,332.873,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v1_short.MP4,0.0,365.966,365.966,,Horse: Engaging with Environment,Affiliative,STOP,365.973,Not found,10968,NA,
