Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Human: Passive Engagement,Neutral,START,0.601,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,18,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Momentary retreat,Avoidant,POINT,3.403,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,102,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Engaging with Environment,Affiliative,START,4.805,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,144,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Human: Passive Engagement,Neutral,STOP,8.375,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,251,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Human: Active Engagement,Affiliative,START,9.309,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,279,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Engaging with Environment,Affiliative,STOP,18.585,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,557,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Active Engagement,Affiliative,START,19.419,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,582,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Active Engagement,Affiliative,STOP,29.396,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,881,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Leaving/Avoiding Humans,Avoidant,START,29.396,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,881,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Human: Active Engagement,Affiliative,STOP,33.433,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,1002,NA,
D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,2025-01-21 15:20:20,,34.215,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,0.0,34.835,34.835,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,34.816,D:\Videos from Trainings\Original Files\Sweden May 2020\Icelandic_05_20_HorseHuman_v7_short.MP4,1043,NA,
