Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Passive Engagement,Neutral,START,1.535,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,46,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Human: Active Engagement,Affiliative,START,1.535,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,46,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Active Engagement,Affiliative,START,9.443,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,283,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,9.443,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,283,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,11.545,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,346,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,START,13.680,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,410,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Human: Active Engagement,Affiliative,STOP,16.450,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,493,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,20.220,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,606,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Human: Active Engagement,Affiliative,START,74.141,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,2222,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Active Engagement,Affiliative,START,79.546,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,2384,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Nose Touch,Affiliative,POINT,84.585,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,2535,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Nose Touch,Affiliative,POINT,87.054,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,2609,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Active Engagement,Affiliative,STOP,115.015,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,3447,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,115.015,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,3447,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Passive Engagement,Neutral,START,115.015,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,3447,NA,
Norway_L1_horse_human_pasture1_V1_08_08_21,2024-10-03 09:34:39.826,,157.991,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,0.0,213.413,29.970,,,,,Horse: Active Engagement,Affiliative,START,132.966,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v1_08_08_21.MP4,3985,NA,
