Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Human: Active Engagement,Affiliative,START,0.000,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,0.601,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,18,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Passive Engagement,Neutral,START,0.601,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,18,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,START,19.786,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,593,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,19.786,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,593,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Human: Active Engagement,Affiliative,STOP,29.263,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,877,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Human: Passive Engagement,Neutral,START,29.263,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,877,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Human: Passive Engagement,Neutral,STOP,38.672,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,1159,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,42.209,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,1265,NA,
Icelandic_05_20_HorseHuman_v6_short,2025-02-04 08:20:42.287,,53.287,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,0.0,54.554,29.970,,,,,Horse: Engaging with Environment,Affiliative,STOP,53.287,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v6_short.MP4,1597,NA,
