Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,1.468,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,44,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Horse: Passive Engagement,Neutral,START,1.468,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,44,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Passive Engagement,Neutral,START,1.468,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,44,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Active Engagement,Affiliative,START,55.989,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,1678,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Passive Engagement,Neutral,STOP,55.989,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,1678,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Active Engagement,Affiliative,STOP,79.613,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,2386,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,START,79.613,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,2386,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Horse: Passive Engagement,Neutral,STOP,82.649,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,2477,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,STOP,85.052,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,2549,NA,
Icelandic_05_20_HorseHuman_v3_short,2025-02-04 08:18:31.993,,118.952,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,0.0,121.121,29.970,,,,,Horse: Engaging with Environment,Affiliative,STOP,120.420,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v3_short.MP4,3609,NA,
