Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,START,1.468,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,44,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,START,2.269,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,68,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,STOP,20.921,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,627,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,STOP,21.421,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,642,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,START,21.521,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,645,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,START,21.688,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,650,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,STOP,126.526,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,3792,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,START,127.961,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,3835,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,STOP,172.105,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,5158,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,START,172.606,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,5173,NA,
