Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Interaction type,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Human: Active Engagement,Affiliative,START,0.000,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Horse: Passive Engagement,Neutral,START,1.368,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,41,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Human: Active Engagement,Affiliative,STOP,13.280,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,398,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Human: Passive Engagement,Neutral,START,13.280,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,398,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Horse: Active Engagement,Affiliative,START,14.181,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,425,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Horse: Passive Engagement,Neutral,STOP,14.181,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,425,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Horse: Active Engagement,Affiliative,STOP,21.388,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,641,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Horse: Passive Engagement,Neutral,START,21.388,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,641,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Human: Active Engagement,Affiliative,START,21.388,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,641,NA,
Norway_L1_horse_human_pasture1_V4_08_08_21,2024-10-03 09:37:17.663,,374.441,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,0.0,673.673,29.970,,,,Mock session,,Human: Passive Engagement,Neutral,STOP,21.388,E:/AKG Grant/Videos from Trainings/Original Files/Norway August 2021/Horses and Humans/Camera 1/Norway_L1_horse_human_pasture1_v4_08_08_21.MP4,641,NA,
