Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,# of humans,# of horses,Center,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Horse: Engaging with Environment,Affiliative,START,0.667,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,20,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Passive Engagement,Neutral,START,0.667,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,20,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,START,5.405,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,162,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,14.348,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,430,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,START,48.282,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1447,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Passive Engagement,Neutral,STOP,48.282,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1447,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Active Engagement,Affiliative,START,54.755,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1641,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Leaving/Avoiding Horses,Avoidant,STOP,54.755,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1641,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Active Engagement,Affiliative,STOP,64.831,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1943,NA,
Icelandic_05_20_HorseHuman_v4_short,2025-02-04 08:19:37.802,,87.187,Media file(s),player #1:E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,0.0,87.888,29.970,,,,,Human: Passive Engagement,Neutral,START,64.831,E:/AKG Grant/Videos from Trainings/Original Files/Sweden May 2020/Icelandic_05_20_HorseHuman_v4_short.MP4,1943,NA,
